16-Apr-09,45.85,46.99,44.24,46.41,2834904,2011-11-28 17:08:58.468676,ACE,Financials,65.58 - 66.77,56.90 - 73.76,66.65,N/P,2.99M/2.63M,22.31B,12.32,0.47/2.84,5.37,336.82M,0.76,&nbsp;&nbsp;&nbsp;&nbsp;-
17-Apr-09,46.11,46.55,45.10,45.96,2655654,2011-11-28 17:08:58.468551,ACE,Financials,65.58 - 66.77,56.90 - 73.76,66.65,N/P,2.99M/2.63M,22.31B,12.32,0.47/2.84,5.37,336.82M,0.76,&nbsp;&nbsp;&nbsp;&nbsp;-
20-Apr-09,44.89,45.35,43.52,43.63,3018480,2011-11-28 17:08:58.468414,ACE,Financials,65.58 - 66.77,56.90 - 73.76,66.65,N/P,2.99M/2.63M,22.31B,12.32,0.47/2.84,5.37,336.82M,0.76,&nbsp;&nbsp;&nbsp;&nbsp;-
21-Apr-09,43.53,46.46,43.31,46.32,2951030,2011-11-28 17:08:58.468289,ACE,Financials,65.58 - 66.77,56.90 - 73.76,66.65,N/P,2.99M/2.63M,22.31B,12.32,0.47/2.84,5.37,336.82M,0.76,&nbsp;&nbsp;&nbsp;&nbsp;-
22-Apr-09,45.40,45.80,43.19,43.44,3262564,2011-11-28 17:08:58.468164,ACE,Financials,65.58 - 66.77,56.90 - 73.76,66.65,N/P,2.99M/2.63M,22.31B,12.32,0.47/2.84,5.37,336.82M,0.76,&nbsp;&nbsp;&nbsp;&nbsp;-
23-Apr-09,43.55,44.46,43.39,43.99,3940210,2011-11-28 17:08:58.468039,ACE,Financials,65.58 - 66.77,56.90 - 73.76,66.65,N/P,2.99M/2.63M,22.31B,12.32,0.47/2.84,5.37,336.82M,0.76,&nbsp;&nbsp;&nbsp;&nbsp;-
24-Apr-09,44.40,44.77,43.03,44.00,3392126,2011-11-28 17:08:58.467914,ACE,Financials,65.58 - 66.77,56.90 - 73.76,66.65,N/P,2.99M/2.63M,22.31B,12.32,0.47/2.84,5.37,336.82M,0.76,&nbsp;&nbsp;&nbsp;&nbsp;-
27-Apr-09,43.42,45.49,43.42,44.94,2831644,2011-11-28 17:08:58.467789,ACE,Financials,65.58 - 66.77,56.90 - 73.76,66.65,N/P,2.99M/2.63M,22.31B,12.32,0.47/2.84,5.37,336.82M,0.76,&nbsp;&nbsp;&nbsp;&nbsp;-
28-Apr-09,44.19,46.32,44.04,45.15,2378518,2011-11-28 17:08:58.467664,ACE,Financials,65.58 - 66.77,56.90 - 73.76,66.65,N/P,2.99M/2.63M,22.31B,12.32,0.47/2.84,5.37,336.82M,0.76,&nbsp;&nbsp;&nbsp;&nbsp;-
29-Apr-09,46.26,47.95,45.16,47.20,5379115,2011-11-28 17:08:58.467539,ACE,Financials,65.58 - 66.77,56.90 - 73.76,66.65,N/P,2.99M/2.63M,22.31B,12.32,0.47/2.84,5.37,336.82M,0.76,&nbsp;&nbsp;&nbsp;&nbsp;-
30-Apr-09,48.16,48.60,46.14,46.32,4616003,2011-11-28 17:08:58.467413,ACE,Financials,65.58 - 66.77,56.90 - 73.76,66.65,N/P,2.99M/2.63M,22.31B,12.32,0.47/2.84,5.37,336.82M,0.76,&nbsp;&nbsp;&nbsp;&nbsp;-
1-May-09,46.31,46.80,45.50,45.84,2071986,2011-11-28 17:08:58.467288,ACE,Financials,65.58 - 66.77,56.90 - 73.76,66.65,N/P,2.99M/2.63M,22.31B,12.32,0.47/2.84,5.37,336.82M,0.76,&nbsp;&nbsp;&nbsp;&nbsp;-
4-May-09,46.27,47.16,45.38,47.08,2959832,2011-11-28 17:08:58.467165,ACE,Financials,65.58 - 66.77,56.90 - 73.76,66.65,N/P,2.99M/2.63M,22.31B,12.32,0.47/2.84,5.37,336.82M,0.76,&nbsp;&nbsp;&nbsp;&nbsp;-
5-May-09,46.65,46.80,44.98,45.17,2673134,2011-11-28 17:08:58.467040,ACE,Financials,65.58 - 66.77,56.90 - 73.76,66.65,N/P,2.99M/2.63M,22.31B,12.32,0.47/2.84,5.37,336.82M,0.76,&nbsp;&nbsp;&nbsp;&nbsp;-
6-May-09,45.22,46.03,43.77,45.01,4992088,2011-11-28 17:08:58.466914,ACE,Financials,65.58 - 66.77,56.90 - 73.76,66.65,N/P,2.99M/2.63M,22.31B,12.32,0.47/2.84,5.37,336.82M,0.76,&nbsp;&nbsp;&nbsp;&nbsp;-
7-May-09,45.57,45.65,43.27,43.73,4211876,2011-11-28 17:08:58.466772,ACE,Financials,65.58 - 66.77,56.90 - 73.76,66.65,N/P,2.99M/2.63M,22.31B,12.32,0.47/2.84,5.37,336.82M,0.76,&nbsp;&nbsp;&nbsp;&nbsp;-
8-May-09,43.74,44.67,41.70,43.52,5991116,2011-11-28 17:08:58.466649,ACE,Financials,65.58 - 66.77,56.90 - 73.76,66.65,N/P,2.99M/2.63M,22.31B,12.32,0.47/2.84,5.37,336.82M,0.76,&nbsp;&nbsp;&nbsp;&nbsp;-
11-May-09,42.56,43.94,42.05,42.38,3703986,2011-11-28 17:08:58.466524,ACE,Financials,65.58 - 66.77,56.90 - 73.76,66.65,N/P,2.99M/2.63M,22.31B,12.32,0.47/2.84,5.37,336.82M,0.76,&nbsp;&nbsp;&nbsp;&nbsp;-
12-May-09,41.98,43.58,41.97,42.86,2374158,2011-11-28 17:08:58.466399,ACE,Financials,65.58 - 66.77,56.90 - 73.76,66.65,N/P,2.99M/2.63M,22.31B,12.32,0.47/2.84,5.37,336.82M,0.76,&nbsp;&nbsp;&nbsp;&nbsp;-
13-May-09,42.35,43.50,41.96,42.21,2774258,2011-11-28 17:08:58.466274,ACE,Financials,65.58 - 66.77,56.90 - 73.76,66.65,N/P,2.99M/2.63M,22.31B,12.32,0.47/2.84,5.37,336.82M,0.76,&nbsp;&nbsp;&nbsp;&nbsp;-
14-May-09,41.91,44.39,41.76,43.96,2833466,2011-11-28 17:08:58.466150,ACE,Financials,65.58 - 66.77,56.90 - 73.76,66.65,N/P,2.99M/2.63M,22.31B,12.32,0.47/2.84,5.37,336.82M,0.76,&nbsp;&nbsp;&nbsp;&nbsp;-
15-May-09,43.63,44.07,42.67,43.12,2180725,2011-11-28 17:08:58.466023,ACE,Financials,65.58 - 66.77,56.90 - 73.76,66.65,N/P,2.99M/2.63M,22.31B,12.32,0.47/2.84,5.37,336.82M,0.76,&nbsp;&nbsp;&nbsp;&nbsp;-
18-May-09,43.60,45.63,42.94,45.40,2497955,2011-11-28 17:08:58.465883,ACE,Financials,65.58 - 66.77,56.90 - 73.76,66.65,N/P,2.99M/2.63M,22.31B,12.32,0.47/2.84,5.37,336.82M,0.76,&nbsp;&nbsp;&nbsp;&nbsp;-
